Player,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,Team
AaronARozekRozekP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,MIN
JasonJRuffcornRuffcornP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,SEA
ZaneZRussellRussellP,1,0,0.00,2,0,0,0,0,0,1.1,1,0,0,0.0,0.0,2,1,2.25,0.2,AZ
JacksonJRutledgeRutledgeP,1,1,5.72,7,5,0,0,0,0,28.1,32,18,18,5.0,3.0,8,21,1.41,.291,WSH
RyanRSandbergSandbergP,0,0,13.50,1,0,0,0,0,0,0.2,0,1,1,0.0,0.0,3,1,4.50,0.0,MIL
ReiverRSanmartinSanmartinP,7,4,5.77,61,6,0,0,0,0,82.2,95,58,53,10.0,0.0,41,71,1.65,.289,CIN
TaylerTSaucedoSaucedoP,5,2,4.00,138,0,0,0,4,9,114.2,104,53,51,9.0,10.0,52,100,1.36,.241,SEA
ShaySSchanamanSchanamanP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,ATL
GarrettGSchoenleSchoenleP,0,0,0.00,2,0,0,0,0,0,1.2,0,0,0,0.0,0.0,0,1,0.00,0.0,CWS
JohnJSchreiberSchreiberP,12,9,3.60,198,2,0,0,11,21,195.0,173,85,78,15.0,14.0,73,211,1.26,.236,KC
AustinASchulferSchulferP,0,0,9.00,2,0,0,0,0,1,2.0,4,2,2,0.0,0.0,0,1,2.00,0.444,PHI
PaxtonPSchultzSchultzP,0,0,18.00,1,0,0,0,1,1,1.0,3,2,2,0.0,0.0,1,1,4.00,0.5,TOR
TJTShookShookP,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0.0,0.0,0,1,2.00,0.4,NYM
AveryAShortShortP,0,0,0.00,2,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,AZ
JaredJShusterShusterP,6,8,4.93,50,15,0,0,0,2,126.0,127,72,69,16.0,1.0,59,86,1.48,.262,CWS
ChaseCSilsethSilsethP,5,5,5.06,25,17,0,0,0,1,89.0,82,54,50,19.0,3.0,42,92,1.39,.240,LAA
JoshJSimpsonSimpsonP,0,0,18.00,1,0,0,0,0,0,1.0,1,2,2,1.0,0.0,1,1,2.00,0.25,MIA
LandonLSimsSimsP,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0.0,0.0,2,1,3.00,0.25,AZ
JackJSinclairSinclairP,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0.0,0.0,0,1,2.00,0.4,WSH
ShaneSSmithSmithP,0,1,21.60,1,1,0,0,0,0,1.2,1,4,4,0.0,0.0,3,1,2.40,0.2,CWS
BlakeBSnellSnellP,76,58,3.19,211,211,1,1,0,0,1096.2,840,419,389,108.0,11.0,495,1368,1.22,.210,LAD
JosJSorianoSorianoP,7,10,3.48,60,20,0,0,0,1,155.0,124,72,60,12.0,16.0,68,153,1.24,.221,LAA
ListherLSosaSosaP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,AZ
CarterCSpiveySpiveyP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,CLE
GarrettGStallingsStallingsP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,MIL
DaleDStanavichStanavichP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,MIA
KevinKStevensStevensP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,NYY
MarcusMStromanStromanP,87,85,3.72,261,252,4,2,2,3,1458.1,1424,672,603,139.0,39.0,436,1204,1.28,.255,NYY
PeterPStrzeleckiStrzeleckiP,5,6,3.44,77,0,0,0,1,4,83.2,72,34,32,6.0,10.0,30,86,1.22,.232,PIT
TylerTStuartStuartP,1,0,18.00,1,0,0,0,0,1,1.0,1,2,2,0.0,0.0,1,1,2.00,0.25,WSH
GrantGTaylorTaylorP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,CWS
ShaneSTelferTelferP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,2.0,1,1,3.00,0.0,AZ
ConnorCThomasThomasP,0,0,0.00,1,0,0,0,0,0,1.2,0,0,0,0.0,0.0,2,1,1.20,0.0,MIL
BladeBTidwellTidwellP,0,0,13.50,1,1,0,0,0,0,2.0,4,3,3,1.0,0.0,1,1,2.50,0.444,NYM
JesusJTinocoTinocoP,1,3,3.77,80,2,0,0,4,6,107.1,83,49,45,20.0,6.0,52,94,1.26,.213,MIA
BlakeBTreinenTreinenP,43,34,2.78,499,7,0,0,80,109,549.2,457,195,170,39.0,18.0,204,560,1.20,.226,LAD
KyleKTylerTylerP,1,2,4.31,15,7,0,0,0,0,48.0,47,23,23,5.0,3.0,25,33,1.50,.264,PHI
PeterPVanLoonVanLoonP,0,0,13.50,1,0,0,0,0,0,0.2,2,1,1,0.0,0.0,2,1,6.00,0.5,BAL
CarlosCVargasVargasP,0,0,5.79,5,0,0,0,0,0,4.2,5,3,3,2.0,1.0,4,7,1.93,.294,SEA
AlfredAVegaVegaP,0,0,13.50,1,0,0,0,0,1,1.1,2,2,2,0.0,1.0,2,1,3.00,0.333,NYM
VinceVVelasquezVelasquezP,38,51,4.88,191,144,1,1,0,0,763.2,741,435,414,126.0,33.0,307,822,1.37,.254,CLE
JustinJVerlanderVerlanderP,0,0,4.50,1,1,0,0,0,0,2.0,1,1,1,1.0,0.0,1,1,1.00,0.143,SF
AlexAVesiaVesiaP,15,11,2.89,232,1,0,0,8,15,214.2,146,87,69,25.0,7.0,103,289,1.16,.189,LAD
NickNVespiVespiP,6,0,3.88,45,0,0,0,1,2,53.1,55,23,23,8.0,2.0,13,46,1.28,.271,PHI
JesseJWainscottWainscottP,1,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,SEA
RyanRWalkerWalkerP,15,7,2.48,125,14,0,0,11,16,141.1,111,44,39,13.0,11.0,42,177,1.08,.217,SF
BlakeBWalstonWalstonP,1,0,4.42,7,2,0,0,0,0,18.1,16,12,9,4.0,3.0,10,18,1.42,.229,AZ
BrandonBWalterWalterP,0,0,6.26,9,0,0,0,1,1,23.0,32,17,16,3.0,1.0,7,16,1.70,.327,HOU
AndrewAWaltersWaltersP,1,0,0.00,9,1,0,0,0,0,8.2,1,1,0,0.0,0.0,5,6,0.69,.038,CLE
SamSWeatherlyWeatherlyP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,1.0,1,1,1.00,0.0,COL
JacobJWebbWebbP,12,10,2.98,192,0,0,0,6,12,187.0,148,79,62,18.0,7.0,88,186,1.26,.214,TEX
LoganLWebbWebbP,55,42,3.42,146,143,3,2,0,0,855.1,810,358,325,60.0,30.0,204,770,1.19,.250,SF
BlakeBWeimanWeimanP,0,0,18.00,1,0,0,0,0,0,1.0,3,2,2,0.0,0.0,0,1,3.00,0.6,HOU
ZackZWeissWeissP,1,1,4.61,25,0,0,0,0,0,27.1,18,16,14,8.0,2.0,15,33,1.21,.184,STL
JBJWendelkenWendelkenP,10,6,4.00,144,0,0,0,2,4,159.2,133,80,71,16.0,3.0,70,151,1.27,.221,SD
NathanNWilesWilesP,0,0,9.00,1,0,0,0,1,1,1.0,2,1,1,0.0,0.0,0,1,2.00,0.4,TB
TrevorTWilliamsWilliamsP,50,55,4.30,202,161,1,1,1,3,926.1,959,484,443,135.0,36.0,302,760,1.36,.267,WSH
StevenSWilsonWilsonP,6,10,4.03,142,1,0,0,1,6,140.2,100,72,63,22.0,9.0,73,144,1.23,.198,CWS
AllanAWinansWinansP,1,4,7.20,8,8,0,0,0,0,40.0,51,33,32,8.0,2.0,12,38,1.58,.307,NYY
JoshJWinderWinderP,6,7,4.39,38,11,0,0,1,1,110.2,111,57,54,14.0,7.0,33,85,1.30,.261,AZ
ColeCWinnWinnP,0,1,7.79,13,0,0,0,0,0,17.1,18,15,15,2.0,3.0,4,14,1.27,.261,TEX
GrantGWolframWolframP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,1,1,2.00,0.25,MIL
RandyRWynneWynneP,0,1,3.86,1,0,0,0,0,0,2.1,3,1,1,0.0,0.0,1,0,1.71,.300,CIN
KirbyKYatesYatesP,26,21,3.17,422,0,0,0,95,109,411.1,294,157,145,54.0,28.0,164,571,1.11,.197,LAD
DannyDYoungYoungP,4,1,3.96,53,0,0,0,0,0,52.1,47,26,23,4.0,10.0,22,65,1.32,.237,NYM
DannyDYoungYoungP,0,1,21.00,4,0,0,0,0,0,3.0,5,7,7,1.0,0.0,6,0,3.67,.357,NYM
AngelAZerpaZerpaP,7,5,3.85,79,6,0,0,0,2,112.1,117,53,48,15.0,6.0,31,92,1.32,.264,KC
TylerTZuberZuberP,1,5,5.13,56,0,0,0,0,0,52.2,44,32,30,11.0,2.0,39,59,1.58,.228,NYM
TravisTAdamsAdamsP,0,1,36.00,1,0,0,0,0,0,1.0,5,4,4,0.0,0.0,1,0,6.00,0.625,MIN
TyTAdcockAdcockP,0,0,5.85,15,0,0,0,0,0,20.0,18,14,13,8.0,0.0,2,14,1.00,.234,NYM
JoanJAdonAdonP,3,16,6.66,35,26,0,0,0,0,132.1,154,100,98,19.0,11.0,70,118,1.69,.288,WSH
ZachZAgnosAgnosP,0,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0.0,0.0,0,0,0.50,0.143,COL
MasonMAlbrightAlbrightP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,2,0,3.00,0.25,COL
DanDAltavillaAltavillaP,8,8,4.36,124,1,0,0,1,10,119.2,98,65,58,17.0,5.0,63,134,1.35,.223,CWS
JhosmerJAlvarezAlvarezP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,AZ
JustinJAndersonAndersonP,7,5,4.63,167,0,0,0,6,14,155.2,132,86,80,14.0,8.0,104,184,1.52,.227,CWS
ShaunSAndersonAndersonP,3,7,6.10,69,18,0,0,2,2,152.0,195,118,103,23.0,5.0,63,117,1.70,.308,LAA
SamSArmstrongArmstrongP,0,0,0.00,1,0,0,0,1,1,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,CHC
ShawnSArmstrongArmstrongP,11,8,4.15,299,16,0,0,8,21,347.1,339,173,160,42.0,21.0,120,360,1.32,.252,TEX
KyleKBackhusBackhusP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,AZ
AnthonyABandaBandaP,10,8,4.92,138,8,0,0,3,11,168.1,189,97,92,19.0,12.0,67,159,1.52,.283,LAD
AlecABargerBargerP,0,0,0.00,2,0,0,0,0,0,1.1,1,0,0,0.0,0.0,1,0,1.50,0.2,COL
JoeJBarlowBarlowP,4,4,3.05,79,0,0,0,24,29,73.2,52,32,25,9.0,4.0,27,61,1.07,.195,TEX
ZachZBarnesBarnesP,0,0,0.00,1,0,0,0,0,0,1.0,2,2,0,0.0,0.0,0,0,2.00,0.333,AZ
CharlieCBeilensonBeilensonP,0,0,0.00,1,0,0,0,0,1,0.2,3,3,0,0.0,0.0,1,0,6.00,0.6,SEA
RyanRBergertBergertP,1,0,0.00,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,SD
ReidRBirlingmairBirlingmairP,0,0,13.50,1,0,0,0,0,0,0.2,1,1,1,0.0,0.0,1,0,3.00,0.333,TEX
SpencerSBivensBivensP,3,1,3.14,27,2,0,0,1,1,48.2,47,20,17,9.0,1.0,11,37,1.19,.250,SF
JakeJBlossBlossP,0,1,6.94,3,3,0,0,0,0,11.2,16,9,9,5.0,0.0,3,11,1.63,.314,TOR
CodyCBoltonBoltonP,1,0,5.40,33,0,0,0,0,0,40.0,48,26,24,6.0,1.0,24,39,1.80,.294,SEA
BryceBBonninBonninP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,TEX
CamCBooserBooserP,2,3,3.38,43,0,0,0,1,3,42.2,41,17,16,5.0,0.0,16,43,1.34,.250,CWS
BenBBowdenBowdenP,3,2,6.56,39,0,0,0,0,1,35.2,44,30,26,6.0,1.0,21,42,1.82,.288,ATH
KalebKBowmanBowmanP,0,0,0.00,1,0,0,0,0,1,0.1,1,0,0,0.0,0.0,0,0,3.00,0.5,MIL
RyanRBoyerBoyerP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,TOR
TajTBradleyBradleyP,13,19,4.75,48,46,0,0,0,0,242.2,228,137,128,45.0,4.0,86,283,1.29,.244,TB
JakeJBrentzBrentzP,5,5,5.19,80,0,0,0,2,7,69.1,56,47,40,8.0,7.0,47,85,1.49,.220,TB
ColtenCBrewerBrewerP,2,5,5.10,100,4,0,0,1,3,120.0,139,77,68,16.0,5.0,70,114,1.74,.290,NYY
JTJBrubakerBrubakerP,9,28,4.99,63,61,0,0,0,0,315.2,328,187,175,51.0,21.0,109,324,1.38,.263,NYY
TannerTBurnsBurnsP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,CLE
JosJButtButtP,8,7,3.38,40,15,0,0,3,6,120.0,83,45,45,11.0,5.0,63,122,1.22,.196,NYM
EdwardECabreraCabreraP,17,22,4.32,63,61,0,0,0,0,294.0,228,152,141,42.0,22.0,168,328,1.35,.213,MIA
YorlinYCalderonCalderonP,0,0,0.00,1,0,0,0,0,0,0.1,1,0,0,0.0,0.0,0,0,3.00,0.5,SEA
BlasBCastanoCastanoP,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0.0,0.0,1,0,2.00,0.25,SEA
JosJCastilloCastilloP,3,3,4.24,40,0,0,0,0,1,40.1,26,19,19,3.0,5.0,16,55,1.04,.183,AZ
MiguelMCastroCastroP,22,28,4.20,419,4,0,0,14,31,460.2,404,234,215,58.0,23.0,233,410,1.38,.235,HOU
BradyBChobanChobanP,0,0,6.75,2,0,0,0,1,1,1.1,2,1,1,0.0,0.0,0,0,1.50,0.4,LAA
MiguelMCienfuegosCienfuegosP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,1.0,0,0,0.00,0.0,SD
HarrisonHCohenCohenP,0,0,0.00,1,0,0,0,0,0,0.1,1,0,0,0.0,0.0,0,0,3.00,0.5,NYY
LuisLContrerasContrerasP,0,0,9.00,5,0,0,0,0,0,6.0,7,6,6,0.0,0.0,2,6,1.50,.292,HOU
RoansyRContrerasContrerasP,10,16,4.72,90,33,0,0,3,5,234.2,223,131,123,35.0,7.0,103,201,1.39,.248,BAL
TomTCosgroveCosgroveP,1,3,3.95,72,0,0,0,1,1,66.0,54,31,29,6.0,9.0,25,59,1.20,.221,SD
ChaseCCostelloCostelloP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,1,0,3.00,0.0,MIL
DylanDCoveyCoveyP,7,32,6.18,100,46,0,0,0,3,307.1,353,228,211,52.0,8.0,133,214,1.58,.288,ATL
YovannyYCruzCruzP,0,0,27.00,1,0,0,0,0,1,1.0,4,3,3,0.0,0.0,0,0,4.00,0.571,BOS
JohnJCurtissCurtissP,6,2,4.06,94,5,0,0,2,4,108.2,105,55,49,16.0,4.0,32,104,1.26,.250,AZ
HagenHDannerDannerP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,.000,SEA
EnyelEDeLosSantosDeLosSantosP,14,6,4.46,229,3,0,0,3,11,248.1,230,133,123,38.0,16.0,98,261,1.32,.247,ATL
DylanDDoddDoddP,2,2,7.68,8,7,0,0,0,0,36.1,57,31,31,9.0,1.0,13,17,1.93,.358,ATL
TannerTDodsonDodsonP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,ATH
ScottSEffrossEffrossP,3,5,2.89,77,1,0,0,4,7,74.2,61,31,24,6.0,4.0,18,82,1.06,.223,NYY
FraserFEllardEllardP,2,3,3.75,25,0,0,0,1,2,24.0,18,12,10,3.0,1.0,12,26,1.25,.212,CWS
MasonMErlaErlaP,0,0,0.00,1,0,0,0,0,0,0.2,1,0,0,0.0,0.0,2,0,4.50,0.5,LAA
LoganLEvansEvansP,0,0,27.00,1,1,0,0,0,0,1.1,5,4,4,0.0,0.0,0,0,3.75,0.625,SEA
AlexAFaedoFaedoP,8,13,4.51,64,30,0,0,0,3,175.2,160,93,88,28.0,5.0,73,157,1.33,.241,TB
CalvinCFaucherFaucherP,5,7,4.65,92,4,0,0,7,10,100.2,106,61,52,8.0,6.0,48,109,1.53,.268,MIA
ErickEFeddeFeddeP,30,42,4.82,133,119,0,0,0,1,631.2,655,351,338,98.0,15.0,243,506,1.42,.269,STL
NeftalNFelizFelizP,21,20,3.55,362,7,1,0,107,129,393.1,293,163,155,46.0,15.0,155,366,1.14,.207,SEA
MattMFestaFestaP,8,3,4.60,108,1,0,0,2,5,117.1,101,65,60,18.0,6.0,52,126,1.30,.231,TEX
JoshJFlemingFlemingP,20,14,4.77,80,25,0,0,2,3,254.2,282,153,135,33.0,6.0,83,161,1.43,.279,SEA
BowdenBFrancisFrancisP,9,5,2.88,48,13,0,0,1,1,140.2,97,48,45,22.0,8.0,30,128,0.90,.192,TOR
NickNFrazeFrazeP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,TOR
CarsonCFulmerFulmerP,7,15,5.38,114,24,0,0,0,2,227.1,212,148,136,35.0,23.0,126,205,1.49,.244,PIT
BrandynBGarciaGarciaP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,0,1.00,0.25,SEA
SamSGarciaGarciaP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,1,0,2.00,0.25,MIL
YimiYGarcaGarcaP,22,29,3.59,414,1,0,0,26,51,398.1,324,184,159,60.0,24.0,96,431,1.05,.219,TOR
CesarCGomezGomezP,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,1.0,0.0,0,0,1.00,0.25,HOU
MichaelMGomezGomezP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,1,0,2.00,0.25,STL
AustinAGordonGordonP,0,0,135.00,1,0,0,0,0,0,0.1,2,5,5,0.0,0.0,3,0,15.00,0.667,LAA
ChadCGreenGreenP,40,28,3.23,337,24,0,0,28,47,449.0,349,178,161,64.0,12.0,114,556,1.03,.214,TOR
MarquisMGrissomJrGrissomJrP,0,0,0.00,1,0,0,0,1,1,1.0,0,0,0,0.0,1.0,0,0,0.00,0.0,WSH
SeanSGuentherGuentherP,3,1,5.01,31,0,0,0,0,1,41.1,40,24,23,1.0,4.0,12,27,1.26,.253,DET
YoendrysYGmezGmezP,0,0,3.38,6,0,0,0,0,0,13.1,12,5,5,2.0,2.0,7,14,1.43,.235,NYY
BrenanBHanifeeHanifeeP,1,1,2.36,24,3,0,0,0,1,34.1,35,10,9,3.0,0.0,6,26,1.19,.255,DET
HunterHHarveyHarveyP,9,11,3.30,170,0,0,0,11,21,174.1,147,72,64,17.0,8.0,50,190,1.13,.229,KC
DakotaDHawkinsHawkinsP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,NYM
RyanRHelsleyHelsleyP,28,14,2.63,239,0,0,0,84,102,263.2,182,86,77,22.0,2.0,107,314,1.10,.194,STL
EdgardoEHenriquezHenriquezP,0,0,2.70,3,0,0,0,1,1,3.1,2,1,1,0.0,0.0,2,5,1.20,.167,LAD
DaysbelDHernndezHernndezP,4,0,3.32,20,0,0,0,0,1,21.2,16,9,8,1.0,1.0,13,32,1.34,.200,ATL
EduardoEHerreraHerreraP,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0.0,0.0,1,0,2.00,0.25,NYM
MasonMHickmanHickmanP,0,0,4.50,2,0,0,0,0,0,2.0,2,1,1,1.0,0.0,0,0,1.00,0.286,CLE
JadenKHillHillP,0,0,5.06,9,0,0,0,0,0,10.2,8,7,6,2.0,2.0,4,6,1.13,.216,COL
CarsonCHobbsHobbsP,0,1,0.00,1,0,0,0,0,1,0.2,4,4,0,0.0,0.0,1,0,7.50,0.667,LAD
ColinCHoldermanHoldermanP,8,9,3.58,137,0,0,0,2,11,135.2,117,62,54,10.0,11.0,59,138,1.30,.234,PIT
GrantGHolmanHolmanP,1,1,4.02,18,0,0,0,0,1,15.2,17,8,7,1.0,1.0,9,16,1.66,.270,ATH
BaileyBHornHornP,1,1,6.50,18,0,0,0,0,2,18.0,22,14,13,5.0,0.0,10,13,1.78,.293,STL
JackJHostetlerHostetlerP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,MIL
GabrielGHughesHughesP,0,0,0.00,1,1,0,0,0,0,2.0,0,0,0,0.0,0.0,1,0,0.50,0.0,COL
NickNHullHullP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,CHC
KCKHuntHuntP,0,1,18.00,1,0,0,0,0,1,1.0,1,2,2,1.0,0.0,1,0,2.00,0.25,MIL
JakeJIrvinIrvinP,13,21,4.49,57,57,0,0,0,0,308.2,291,163,154,49.0,12.0,106,255,1.29,.248,WSH
ZachZJacobsJacobsP,0,0,0.00,1,0,0,0,0,1,0.2,1,0,0,0.0,0.0,1,0,3.00,0.5,CLE
WilWJensenJensenP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,CHC
BrandonBJohnsonJohnsonP,0,0,27.00,1,0,0,0,0,1,0.2,1,2,2,1.0,0.0,2,0,4.50,0.333,KC
ChandlerCJozwiakJozwiakP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,MIA
DanielDJuarezJuarezP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,NYM
ChrisCKachmarKachmarP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,CHC
RobRKaminskyKaminskyP,0,0,1.93,5,0,0,0,0,0,4.2,3,3,1,0.0,0.0,2,3,1.07,.188,STL
KarlKKauffmannKauffmannP,2,5,8.23,11,3,0,0,0,0,35.0,42,34,32,5.0,4.0,16,16,1.66,.311,COL
ZackZKellyKellyP,7,3,3.95,70,3,0,0,0,1,79.2,65,41,35,12.0,4.0,39,78,1.31,.218,BOS
JohnJKingKingP,14,13,3.60,163,0,0,0,0,11,205.0,218,97,82,17.0,8.0,54,137,1.33,.274,STL
JustinJKingKingP,0,0,81.00,1,0,0,0,0,0,0.2,4,6,6,1.0,0.0,3,0,10.50,0.667,MIA
JimmyJKingsburyKingsburyP,0,0,0.00,2,0,0,0,0,0,0.2,0,0,0,0.0,0.0,0,0,0.00,0.0,SEA
GeorgeGKlassenKlassenP,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0.0,0.0,0,0,2.00,0.5,LAA
LandonLKnackKnackP,3,5,3.65,15,12,0,0,1,1,69.0,58,28,28,14.0,3.0,18,69,1.10,.220,LAD
AntonioAKnowlesKnowlesP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,LAD
KevinKKoppsKoppsP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,SD
JoeyJKrehbielKrehbielP,6,5,3.65,70,0,0,0,1,1,74.0,61,33,30,11.0,3.0,27,57,1.19,.222,TB
JustinJLawrenceLawrenceP,12,12,5.43,182,0,0,0,14,28,194.0,203,132,117,17.0,15.0,110,188,1.61,.275,COL
BrandonBLeibrandtLeibrandtP,0,0,5.28,7,0,0,0,0,0,15.1,14,9,9,3.0,0.0,9,8,1.50,.237,NYY
ZacZLeighLeighP,1,0,0.00,2,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,CHC
BradBLordLordP,0,0,4.50,1,0,0,0,0,0,2.0,3,1,1,0.0,0.0,0,0,1.50,0.375,WSH
JoeyJLucchesiLucchesiP,23,26,4.10,81,77,0,0,0,0,394.2,368,189,180,55.0,11.0,137,388,1.28,.247,SF
JoeJMantiplyMantiplyP,11,12,4.01,246,5,0,0,3,12,206.1,204,107,92,14.0,4.0,58,186,1.27,.257,AZ
RonRMarinaccioMarinaccioP,6,5,3.22,101,0,0,0,2,7,114.2,75,47,41,12.0,16.0,61,137,1.19,.188,SD
CorbinCoMartinMartinP,1,5,6.71,17,10,0,0,0,0,57.2,71,47,43,16.0,1.0,38,53,1.89,.303,BAL
RodolfoRMartinezMartinezP,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,1.0,0.0,1,0,2.00,0.25,BAL
YukiYMatsuiMatsuiP,4,2,3.73,64,0,0,0,0,4,62.2,46,27,26,8.0,0.0,27,69,1.16,.204,SD
StevenSMatzMatzP,55,60,4.29,193,170,1,1,0,0,927.2,950,475,442,140.0,39.0,280,881,1.33,.263,STL
TylerTMatzekMatzekP,16,21,3.72,168,24,1,1,1,4,285.1,246,123,118,21.0,12.0,142,272,1.36,.234,NYY
GunnerGMayerMayerP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,0,0.00,0.0,PHI
AdamAMazurMazurP,1,3,7.49,8,8,0,0,0,0,33.2,40,28,28,6.0,2.0,21,22,1.81,.301,MIA
ZachZMcCambleyMcCambleyP,0,0,0.00,2,0,0,0,0,0,0.2,2,0,0,0.0,0.0,1,0,4.50,0.5,MIA
EastonEMcGeeMcGeeP,0,0,0.00,2,1,0,0,0,0,9.2,5,1,0,0.0,0.0,1,3,0.62,.143,MIL
TreyTMcGoughMcGoughP,0,1,27.00,1,0,0,0,0,1,1.0,3,3,3,1.0,0.0,2,0,5.00,0.6,CWS
JakeJMcSteenMcSteenP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,1,0,3.00,0.0,ATL
SamSMcWilliamsMcWilliamsP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.00,0.0,MIL
JacobJMeadorMeadorP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,3,0,3.00,0.0,LAD
MichaelMMercadoMercadoP,1,2,11.08,5,2,0,0,0,0,13.0,16,16,16,9.0,1.0,9,10,1.92,.296,PHI
NickNMikolajchakMikolajchakP,0,0,0.00,2,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,0,1.00,0.25,CLE
MilesMMikolasMikolasP,64,64,4.16,210,182,3,2,0,1,1096.0,1108,539,506,138.0,47.0,209,795,1.20,.262,STL
BobbyBMillerMillerP,13,8,5.24,35,35,0,0,0,0,180.1,174,106,105,29.0,8.0,62,171,1.31,.252,LAD
RyanRMillerMillerP,0,1,4.15,13,0,0,0,0,1,13.0,13,7,6,2.0,0.0,8,11,1.62,.260,DET
AnthonyAMolinaMolinaP,1,1,6.79,35,1,0,0,0,2,59.2,72,46,45,5.0,2.0,22,41,1.58,.305,COL
KeiderKMonteroMonteroP,6,6,4.76,19,16,1,1,0,0,98.1,100,54,52,19.0,3.0,31,77,1.33,.265,DET
ChristianCMontesDeOcaMontesDeOcaP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,2,0,2.00,0.0,AZ
